"","t","DS","NS","PS3","PS4","PS5","PSP","PSV","ThreeDS","Wii","WiiU","x360","XOne","XS"
"1",2004-11-27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2004-12-04,458825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2004-12-11,191582,NA,NA,NA,NA,163812,NA,NA,NA,NA,NA,NA,NA
"4",2004-12-18,222728,NA,NA,NA,NA,83598,NA,NA,NA,NA,NA,NA,NA
"5",2004-12-25,338120,NA,NA,NA,NA,98771,NA,NA,NA,NA,NA,NA,NA
"6",2005-01-01,182527,NA,NA,NA,NA,122707,NA,NA,NA,NA,NA,NA,NA
"7",2005-01-08,121302,NA,NA,NA,NA,58981,NA,NA,NA,NA,NA,NA,NA
"8",2005-01-15,56708,NA,NA,NA,NA,61279,NA,NA,NA,NA,NA,NA,NA
"9",2005-01-22,46317,NA,NA,NA,NA,66884,NA,NA,NA,NA,NA,NA,NA
"10",2005-01-29,43082,NA,NA,NA,NA,73145,NA,NA,NA,NA,NA,NA,NA
"11",2005-02-05,32762,NA,NA,NA,NA,50569,NA,NA,NA,NA,NA,NA,NA
"12",2005-02-12,28726,NA,NA,NA,NA,49540,NA,NA,NA,NA,NA,NA,NA
"13",2005-02-19,24152,NA,NA,NA,NA,40384,NA,NA,NA,NA,NA,NA,NA
"14",2005-02-26,28697,NA,NA,NA,NA,45589,NA,NA,NA,NA,NA,NA,NA
"15",2005-03-05,27236,NA,NA,NA,NA,51565,NA,NA,NA,NA,NA,NA,NA
"16",2005-03-12,26113,NA,NA,NA,NA,48704,NA,NA,NA,NA,NA,NA,NA
"17",2005-03-19,22790,NA,NA,NA,NA,44724,NA,NA,NA,NA,NA,NA,NA
"18",2005-03-26,58631,NA,NA,NA,NA,47521,NA,NA,NA,NA,NA,NA,NA
"19",2005-04-02,43762,NA,NA,NA,NA,38946,NA,NA,NA,NA,NA,NA,NA
"20",2005-04-09,28617,NA,NA,NA,NA,32896,NA,NA,NA,NA,NA,NA,NA
"21",2005-04-16,22366,NA,NA,NA,NA,29770,NA,NA,NA,NA,NA,NA,NA
"22",2005-04-23,85155,NA,NA,NA,NA,32230,NA,NA,NA,NA,NA,NA,NA
"23",2005-04-30,65896,NA,NA,NA,NA,37917,NA,NA,NA,NA,NA,NA,NA
"24",2005-05-07,63051,NA,NA,NA,NA,37339,NA,NA,NA,NA,NA,NA,NA
"25",2005-05-14,26150,NA,NA,NA,NA,25395,NA,NA,NA,NA,NA,NA,NA
"26",2005-05-21,29326,NA,NA,NA,NA,24871,NA,NA,NA,NA,NA,NA,NA
"27",2005-05-28,42100,NA,NA,NA,NA,21715,NA,NA,NA,NA,NA,NA,NA
"28",2005-06-04,35259,NA,NA,NA,NA,22835,NA,NA,NA,NA,NA,NA,NA
"29",2005-06-11,32599,NA,NA,NA,NA,21917,NA,NA,NA,NA,NA,NA,NA
"30",2005-06-18,32045,NA,NA,NA,NA,20799,NA,NA,NA,NA,NA,NA,NA
"31",2005-06-25,34914,NA,NA,NA,NA,21480,NA,NA,NA,NA,NA,NA,NA
"32",2005-07-02,36905,NA,NA,NA,NA,22586,NA,NA,NA,NA,NA,NA,NA
"33",2005-07-09,42378,NA,NA,NA,NA,20455,NA,NA,NA,NA,NA,NA,NA
"34",2005-07-16,38051,NA,NA,NA,NA,21389,NA,NA,NA,NA,NA,NA,NA
"35",2005-07-23,43845,NA,NA,NA,NA,19668,NA,NA,NA,NA,NA,NA,NA
"36",2005-07-30,44750,NA,NA,NA,NA,20920,NA,NA,NA,NA,NA,NA,NA
"37",2005-08-06,48479,NA,NA,NA,NA,20890,NA,NA,NA,NA,NA,NA,NA
"38",2005-08-13,103015,NA,NA,NA,NA,25067,NA,NA,NA,NA,NA,NA,NA
"39",2005-08-20,78208,NA,NA,NA,NA,23842,NA,NA,NA,NA,NA,NA,NA
"40",2005-08-27,61663,NA,NA,NA,NA,21757,NA,NA,NA,NA,NA,NA,NA
"41",2005-09-03,57261,NA,NA,NA,NA,23248,NA,NA,NA,NA,NA,NA,NA
"42",2005-09-10,55380,NA,NA,NA,NA,23149,NA,NA,NA,NA,NA,NA,NA
"43",2005-09-17,68009,NA,NA,NA,NA,63286,NA,NA,NA,NA,NA,NA,NA
"44",2005-09-24,66920,NA,NA,NA,NA,46446,NA,NA,NA,NA,NA,NA,NA
"45",2005-10-01,42726,NA,NA,NA,NA,35537,NA,NA,NA,NA,NA,NA,NA
"46",2005-10-08,43216,NA,NA,NA,NA,30662,NA,NA,NA,NA,NA,NA,NA
"47",2005-10-15,46865,NA,NA,NA,NA,28349,NA,NA,NA,NA,NA,NA,NA
"48",2005-10-22,46686,NA,NA,NA,NA,28217,NA,NA,NA,NA,NA,NA,NA
"49",2005-10-29,46908,NA,NA,NA,NA,28485,NA,NA,NA,NA,NA,NA,NA
"50",2005-11-05,51644,NA,NA,NA,NA,29300,NA,NA,NA,NA,NA,NA,NA
"51",2005-11-12,52638,NA,NA,NA,NA,30183,NA,NA,NA,NA,NA,NA,NA
"52",2005-11-19,66817,NA,NA,NA,NA,57285,NA,NA,NA,NA,NA,NA,NA
"53",2005-11-26,148383,NA,NA,NA,NA,52730,NA,NA,NA,NA,0,NA,NA
"54",2005-12-03,167556,NA,NA,NA,NA,85780,NA,NA,NA,NA,0,NA,NA
"55",2005-12-10,299895,NA,NA,NA,NA,90040,NA,NA,NA,NA,54644,NA,NA
"56",2005-12-17,398435,NA,NA,NA,NA,99587,NA,NA,NA,NA,10786,NA,NA
"57",2005-12-24,603201,NA,NA,NA,NA,152429,NA,NA,NA,NA,6785,NA,NA
"58",2005-12-31,410218,NA,NA,NA,NA,112219,NA,NA,NA,NA,12808,NA,NA
"59",2006-01-07,109537,NA,NA,NA,NA,129532,NA,NA,NA,NA,8308,NA,NA
"60",2006-01-14,46775,NA,NA,NA,NA,49286,NA,NA,NA,NA,5524,NA,NA
"61",2006-01-21,56992,NA,NA,NA,NA,36717,NA,NA,NA,NA,3285,NA,NA
"62",2006-01-28,110386,NA,NA,NA,NA,30881,NA,NA,NA,NA,2097,NA,NA
"63",2006-02-04,22662,NA,NA,NA,NA,27414,NA,NA,NA,NA,2171,NA,NA
"64",2006-02-11,10291,NA,NA,NA,NA,25884,NA,NA,NA,NA,1417,NA,NA
"65",2006-02-18,51512,NA,NA,NA,NA,28144,NA,NA,NA,NA,1301,NA,NA
"66",2006-02-25,43765,NA,NA,NA,NA,33963,NA,NA,NA,NA,1177,NA,NA
"67",2006-03-04,124286,NA,NA,NA,NA,44266,NA,NA,NA,NA,1164,NA,NA
"68",2006-03-11,140392,NA,NA,NA,NA,39534,NA,NA,NA,NA,1200,NA,NA
"69",2006-03-18,137263,NA,NA,NA,NA,31459,NA,NA,NA,NA,1143,NA,NA
"70",2006-03-25,161742,NA,NA,NA,NA,34862,NA,NA,NA,NA,1527,NA,NA
"71",2006-04-01,211211,NA,NA,NA,NA,37002,NA,NA,NA,NA,3035,NA,NA
"72",2006-04-08,213075,NA,NA,NA,NA,31290,NA,NA,NA,NA,1901,NA,NA
"73",2006-04-15,188775,NA,NA,NA,NA,28094,NA,NA,NA,NA,1909,NA,NA
"74",2006-04-22,188815,NA,NA,NA,NA,32203,NA,NA,NA,NA,3524,NA,NA
"75",2006-04-29,278929,NA,NA,NA,NA,43044,NA,NA,NA,NA,2701,NA,NA
"76",2006-05-06,180513,NA,NA,NA,NA,39810,NA,NA,NA,NA,2243,NA,NA
"77",2006-05-13,107666,NA,NA,NA,NA,25512,NA,NA,NA,NA,1468,NA,NA
"78",2006-05-20,176122,NA,NA,NA,NA,24130,NA,NA,NA,NA,1451,NA,NA
"79",2006-05-27,296993,NA,NA,NA,NA,27337,NA,NA,NA,NA,1267,NA,NA
"80",2006-06-03,139940,NA,NA,NA,NA,23962,NA,NA,NA,NA,1205,NA,NA
"81",2006-06-10,115045,NA,NA,NA,NA,22635,NA,NA,NA,NA,1177,NA,NA
"82",2006-06-17,203269,NA,NA,NA,NA,25964,NA,NA,NA,NA,1519,NA,NA
"83",2006-06-24,151535,NA,NA,NA,NA,24918,NA,NA,NA,NA,1354,NA,NA
"84",2006-07-01,161675,NA,NA,NA,NA,27400,NA,NA,NA,NA,1726,NA,NA
"85",2006-07-08,127073,NA,NA,NA,NA,30234,NA,NA,NA,NA,1227,NA,NA
"86",2006-07-15,129014,NA,NA,NA,NA,37562,NA,NA,NA,NA,1051,NA,NA
"87",2006-07-22,256866,NA,NA,NA,NA,41497,NA,NA,NA,NA,1357,NA,NA
"88",2006-07-29,157308,NA,NA,NA,NA,41766,NA,NA,NA,NA,1558,NA,NA
"89",2006-08-05,157946,NA,NA,NA,NA,44470,NA,NA,NA,NA,1217,NA,NA
"90",2006-08-12,177595,NA,NA,NA,NA,43286,NA,NA,NA,NA,1073,NA,NA
"91",2006-08-19,75704,NA,NA,NA,NA,41964,NA,NA,NA,NA,1541,NA,NA
"92",2006-08-26,179063,NA,NA,NA,NA,30886,NA,NA,NA,NA,1034,NA,NA
"93",2006-09-02,232747,NA,NA,NA,NA,30605,NA,NA,NA,NA,1078,NA,NA
"94",2006-09-09,145875,NA,NA,NA,NA,27942,NA,NA,NA,NA,938,NA,NA
"95",2006-09-16,141274,NA,NA,NA,NA,26983,NA,NA,NA,NA,880,NA,NA
"96",2006-09-23,141272,NA,NA,NA,NA,23226,NA,NA,NA,NA,1142,NA,NA
"97",2006-09-30,276839,NA,NA,NA,NA,25438,NA,NA,NA,NA,2261,NA,NA
"98",2006-10-07,125392,NA,NA,NA,NA,21149,NA,NA,NA,NA,2164,NA,NA
"99",2006-10-14,105310,NA,NA,NA,NA,21704,NA,NA,NA,NA,1795,NA,NA
"100",2006-10-21,118008,NA,NA,NA,NA,20366,NA,NA,NA,NA,1326,NA,NA
"101",2006-10-28,170965,NA,NA,NA,NA,25746,NA,NA,NA,NA,1470,NA,NA
"102",2006-11-04,119660,NA,NA,NA,NA,23055,NA,NA,NA,NA,6672,NA,NA
"103",2006-11-11,146160,NA,86742,NA,NA,18855,NA,NA,NA,NA,4173,NA,NA
"104",2006-11-18,127031,NA,43593,NA,NA,16363,NA,NA,NA,NA,4330,NA,NA
"105",2006-11-25,178415,NA,35661,NA,NA,30400,NA,NA,0,NA,7111,NA,NA
"106",2006-12-02,180703,NA,31571,NA,NA,25380,NA,NA,362592,NA,4460,NA,NA
"107",2006-12-09,282648,NA,49047,NA,NA,28868,NA,NA,97643,NA,37821,NA,NA
"108",2006-12-16,350369,NA,72164,NA,NA,52417,NA,NA,105517,NA,18735,NA,NA
"109",2006-12-23,492301,NA,79245,NA,NA,135759,NA,NA,284773,NA,18913,NA,NA
"110",2006-12-30,179134,NA,74582,NA,NA,65065,NA,NA,107674,NA,18170,NA,NA
"111",2007-01-06,327729,NA,70158,NA,NA,118889,NA,NA,171626,NA,19993,NA,NA
"112",2007-01-13,99378,NA,30102,NA,NA,46707,NA,NA,95723,NA,9116,NA,NA
"113",2007-01-20,131959,NA,23707,NA,NA,38550,NA,NA,83788,NA,7133,NA,NA
"114",2007-01-27,194115,NA,20922,NA,NA,36197,NA,NA,82898,NA,7727,NA,NA
"115",2007-02-03,162324,NA,20101,NA,NA,32764,NA,NA,70738,NA,5994,NA,NA
"116",2007-02-10,184539,NA,23654,NA,NA,33480,NA,NA,74059,NA,4733,NA,NA
"117",2007-02-17,141423,NA,21059,NA,NA,34851,NA,NA,63988,NA,5092,NA,NA
"118",2007-02-24,136255,NA,20845,NA,NA,97322,NA,NA,83756,NA,4246,NA,NA
"119",2007-03-03,114086,NA,46371,NA,NA,64308,NA,NA,59904,NA,3986,NA,NA
"120",2007-03-10,106707,NA,30110,NA,NA,53824,NA,NA,47311,NA,3385,NA,NA
"121",2007-03-17,126071,NA,21125,NA,NA,43469,NA,NA,65768,NA,3161,NA,NA
"122",2007-03-24,145736,NA,19814,NA,NA,42083,NA,NA,81964,NA,3661,NA,NA
"123",2007-03-31,82612,NA,17431,NA,NA,39433,NA,NA,46266,NA,3946,NA,NA
"124",2007-04-07,115773,NA,14963,NA,NA,31051,NA,NA,48746,NA,3371,NA,NA
"125",2007-04-14,130036,NA,12998,NA,NA,26788,NA,NA,69472,NA,3221,NA,NA
"126",2007-04-21,166474,NA,11168,NA,NA,29222,NA,NA,71789,NA,2658,NA,NA
"127",2007-04-28,239962,NA,14010,NA,NA,32767,NA,NA,89091,NA,3446,NA,NA
"128",2007-05-05,254013,NA,15892,NA,NA,36630,NA,NA,89555,NA,3583,NA,NA
"129",2007-05-12,163212,NA,9079,NA,NA,34095,NA,NA,54351,NA,2304,NA,NA
"130",2007-05-19,111541,NA,8592,NA,NA,26900,NA,NA,55143,NA,2226,NA,NA
"131",2007-05-26,127883,NA,10002,NA,NA,26405,NA,NA,60231,NA,2425,NA,NA
"132",2007-06-02,119768,NA,9788,NA,NA,26477,NA,NA,70265,NA,2622,NA,NA
"133",2007-06-09,115763,NA,9961,NA,NA,26968,NA,NA,64541,NA,2865,NA,NA
"134",2007-06-16,127278,NA,10451,NA,NA,30709,NA,NA,68210,NA,7847,NA,NA
"135",2007-06-23,164796,NA,9815,NA,NA,31742,NA,NA,66233,NA,3825,NA,NA
"136",2007-06-30,154977,NA,12541,NA,NA,38638,NA,NA,74762,NA,3848,NA,NA
"137",2007-07-07,129192,NA,13307,NA,NA,34224,NA,NA,73340,NA,2948,NA,NA
"138",2007-07-14,138598,NA,14094,NA,NA,35423,NA,NA,107805,NA,3390,NA,NA
"139",2007-07-21,148687,NA,13070,NA,NA,31224,NA,NA,81558,NA,2799,NA,NA
"140",2007-07-28,157141,NA,34247,NA,NA,33525,NA,NA,74063,NA,3995,NA,NA
"141",2007-08-04,139387,NA,23600,NA,NA,31828,NA,NA,62397,NA,3088,NA,NA
"142",2007-08-11,149042,NA,22961,NA,NA,29361,NA,NA,64316,NA,2530,NA,NA
"143",2007-08-18,159998,NA,21773,NA,NA,32140,NA,NA,72077,NA,2766,NA,NA
"144",2007-08-25,108181,NA,15951,NA,NA,23909,NA,NA,48441,NA,2216,NA,NA
"145",2007-09-01,97521,NA,17791,NA,NA,22106,NA,NA,43679,NA,1904,NA,NA
"146",2007-09-08,78081,NA,13667,NA,NA,15857,NA,NA,33678,NA,1589,NA,NA
"147",2007-09-15,76827,NA,12802,NA,NA,97700,NA,NA,28203,NA,1516,NA,NA
"148",2007-09-22,67621,NA,10828,NA,NA,272673,NA,NA,26100,NA,1796,NA,NA
"149",2007-09-29,72312,NA,13314,NA,NA,115947,NA,NA,24670,NA,5673,NA,NA
"150",2007-10-06,82097,NA,11129,NA,NA,86351,NA,NA,20935,NA,2393,NA,NA
"151",2007-10-13,79073,NA,10590,NA,NA,64594,NA,NA,22377,NA,6829,NA,NA
"152",2007-10-20,74149,NA,14856,NA,NA,61623,NA,NA,28078,NA,4126,NA,NA
"153",2007-10-27,79471,NA,17740,NA,NA,61182,NA,NA,31376,NA,3717,NA,NA
"154",2007-11-03,79134,NA,17051,NA,NA,58631,NA,NA,39466,NA,17857,NA,NA
"155",2007-11-10,80275,NA,57081,NA,NA,57250,NA,NA,34912,NA,6601,NA,NA
"156",2007-11-17,78378,NA,47011,NA,NA,66114,NA,NA,35757,NA,6296,NA,NA
"157",2007-11-24,116105,NA,55368,NA,NA,82399,NA,NA,50884,NA,6652,NA,NA
"158",2007-12-01,125053,NA,39827,NA,NA,76671,NA,NA,73174,NA,6093,NA,NA
"159",2007-12-08,166287,NA,38823,NA,NA,90162,NA,NA,112979,NA,8588,NA,NA
"160",2007-12-15,235082,NA,59527,NA,NA,172110,NA,NA,169956,NA,8889,NA,NA
"161",2007-12-22,298659,NA,55675,NA,NA,167686,NA,NA,249447,NA,8244,NA,NA
"162",2007-12-29,206517,NA,51870,NA,NA,160436,NA,NA,157733,NA,9015,NA,NA
"163",2008-01-05,288682,NA,68433,NA,NA,204574,NA,NA,226300,NA,11723,NA,NA
"164",2008-01-12,100111,NA,37183,NA,NA,90503,NA,NA,83598,NA,5248,NA,NA
"165",2008-01-19,89601,NA,35760,NA,NA,72802,NA,NA,79134,NA,4610,NA,NA
"166",2008-01-26,77024,NA,32315,NA,NA,69793,NA,NA,76849,NA,4375,NA,NA
"167",2008-02-02,67346,NA,39676,NA,NA,68610,NA,NA,97334,NA,6108,NA,NA
"168",2008-02-09,58610,NA,22942,NA,NA,74303,NA,NA,82451,NA,3355,NA,NA
"169",2008-02-16,60554,NA,18175,NA,NA,55587,NA,NA,79371,NA,3140,NA,NA
"170",2008-02-23,48973,NA,13801,NA,NA,51929,NA,NA,63315,NA,2473,NA,NA
"171",2008-03-01,50855,NA,14035,NA,NA,76209,NA,NA,64832,NA,2566,NA,NA
"172",2008-03-08,46490,NA,21424,NA,NA,60244,NA,NA,54088,NA,2776,NA,NA
"173",2008-03-15,49770,NA,16796,NA,NA,62116,NA,NA,53476,NA,2186,NA,NA
"174",2008-03-22,60089,NA,14726,NA,NA,63212,NA,NA,56258,NA,2064,NA,NA
"175",2008-03-29,57539,NA,12345,NA,NA,135125,NA,NA,48941,NA,2239,NA,NA
"176",2008-04-05,53208,NA,11375,NA,NA,117532,NA,NA,45354,NA,1932,NA,NA
"177",2008-04-12,43760,NA,8482,NA,NA,88274,NA,NA,48196,NA,1724,NA,NA
"178",2008-04-19,40664,NA,7963,NA,NA,82571,NA,NA,43208,NA,1465,NA,NA
"179",2008-04-26,40919,NA,10000,NA,NA,96156,NA,NA,48947,NA,1639,NA,NA
"180",2008-05-03,48914,NA,10800,NA,NA,94879,NA,NA,69829,NA,1970,NA,NA
"181",2008-05-10,49254,NA,8443,NA,NA,81825,NA,NA,69223,NA,1544,NA,NA
"182",2008-05-17,34203,NA,7498,NA,NA,63565,NA,NA,40827,NA,1480,NA,NA
"183",2008-05-24,36437,NA,8757,NA,NA,59503,NA,NA,46570,NA,1878,NA,NA
"184",2008-05-31,37405,NA,9113,NA,NA,63792,NA,NA,47973,NA,1884,NA,NA
"185",2008-06-07,33764,NA,10637,NA,NA,57778,NA,NA,43363,NA,2256,NA,NA
"186",2008-06-14,38321,NA,77679,NA,NA,60621,NA,NA,44827,NA,2195,NA,NA
"187",2008-06-21,36400,NA,23037,NA,NA,57330,NA,NA,42473,NA,2313,NA,NA
"188",2008-06-28,49601,NA,18697,NA,NA,57641,NA,NA,54553,NA,4256,NA,NA
"189",2008-07-05,47878,NA,15993,NA,NA,54474,NA,NA,46774,NA,4108,NA,NA
"190",2008-07-12,47424,NA,13494,NA,NA,57267,NA,NA,41425,NA,3403,NA,NA
"191",2008-07-19,57391,NA,11703,NA,NA,74572,NA,NA,41692,NA,3971,NA,NA
"192",2008-07-26,58558,NA,11437,NA,NA,68801,NA,NA,41554,NA,4970,NA,NA
"193",2008-08-02,59763,NA,10336,NA,NA,65188,NA,NA,41096,NA,6028,NA,NA
"194",2008-08-09,63256,NA,10167,NA,NA,59881,NA,NA,37290,NA,24726,NA,NA
"195",2008-08-16,82730,NA,12294,NA,NA,67291,NA,NA,51580,NA,7352,NA,NA
"196",2008-08-23,55890,NA,8729,NA,NA,46515,NA,NA,32119,NA,3712,NA,NA
"197",2008-08-30,56805,NA,10471,NA,NA,42072,NA,NA,29917,NA,3143,NA,NA
"198",2008-09-06,49843,NA,8493,NA,NA,33524,NA,NA,31095,NA,951,NA,NA
"199",2008-09-13,62970,NA,8132,NA,NA,27906,NA,NA,28400,NA,28719,NA,NA
"200",2008-09-20,61671,NA,8260,NA,NA,27169,NA,NA,28489,NA,14027,NA,NA
"201",2008-09-27,58497,NA,8370,NA,NA,25181,NA,NA,26183,NA,10752,NA,NA
"202",2008-10-04,43376,NA,7400,NA,NA,24869,NA,NA,25691,NA,8015,NA,NA
"203",2008-10-11,32718,NA,5875,NA,NA,21753,NA,NA,22214,NA,7299,NA,NA
"204",2008-10-18,32058,NA,4810,NA,NA,156939,NA,NA,25538,NA,6997,NA,NA
"205",2008-10-25,24550,NA,4056,NA,NA,63342,NA,NA,24671,NA,7446,NA,NA
"206",2008-11-01,188471,NA,38171,NA,NA,49872,NA,NA,24086,NA,6272,NA,NA
"207",2008-11-08,109443,NA,22399,NA,NA,45084,NA,NA,26890,NA,11493,NA,NA
"208",2008-11-15,88840,NA,20426,NA,NA,41818,NA,NA,28922,NA,8374,NA,NA
"209",2008-11-22,114028,NA,17895,NA,NA,63223,NA,NA,37800,NA,14884,NA,NA
"210",2008-11-29,113333,NA,35339,NA,NA,56198,NA,NA,45970,NA,11829,NA,NA
"211",2008-12-06,139938,NA,28432,NA,NA,51581,NA,NA,55405,NA,10100,NA,NA
"212",2008-12-13,210485,NA,32169,NA,NA,69819,NA,NA,92392,NA,12019,NA,NA
"213",2008-12-20,259421,NA,38431,NA,NA,146098,NA,NA,141141,NA,13080,NA,NA
"214",2008-12-27,258293,NA,47464,NA,NA,132162,NA,NA,148627,NA,13136,NA,NA
"215",2009-01-03,245522,NA,64970,NA,NA,162043,NA,NA,130613,NA,19540,NA,NA
"216",2009-01-10,106696,NA,29240,NA,NA,66489,NA,NA,42843,NA,9444,NA,NA
"217",2009-01-17,82179,NA,20251,NA,NA,46215,NA,NA,31632,NA,8333,NA,NA
"218",2009-01-24,62875,NA,17765,NA,NA,39655,NA,NA,26226,NA,7323,NA,NA
"219",2009-01-31,67111,NA,16923,NA,NA,42955,NA,NA,24093,NA,7398,NA,NA
"220",2009-02-07,56664,NA,16201,NA,NA,35267,NA,NA,20727,NA,8086,NA,NA
"221",2009-02-14,64680,NA,19089,NA,NA,33393,NA,NA,20821,NA,9999,NA,NA
"222",2009-02-21,49544,NA,16235,NA,NA,30044,NA,NA,18004,NA,25209,NA,NA
"223",2009-02-28,49939,NA,36114,NA,NA,39200,NA,NA,19958,NA,13181,NA,NA
"224",2009-03-07,44294,NA,40317,NA,NA,60827,NA,NA,18298,NA,14642,NA,NA
"225",2009-03-14,41433,NA,28280,NA,NA,44630,NA,NA,18489,NA,7968,NA,NA
"226",2009-03-21,80665,NA,24965,NA,NA,63953,NA,NA,19067,NA,5323,NA,NA
"227",2009-03-28,67743,NA,21122,NA,NA,52216,NA,NA,18156,NA,4267,NA,NA
"228",2009-04-04,64383,NA,19373,NA,NA,47987,NA,NA,16279,NA,6824,NA,NA
"229",2009-04-11,46751,NA,15504,NA,NA,39798,NA,NA,14689,NA,9612,NA,NA
"230",2009-04-18,42932,NA,60361,NA,NA,38375,NA,NA,14125,NA,8207,NA,NA
"231",2009-04-25,43455,NA,22397,NA,NA,40454,NA,NA,19239,NA,6119,NA,NA
"232",2009-05-02,55190,NA,21492,NA,NA,49722,NA,NA,20794,NA,7848,NA,NA
"233",2009-05-09,59015,NA,16909,NA,NA,42887,NA,NA,22221,NA,5185,NA,NA
"234",2009-05-16,39430,NA,10507,NA,NA,29606,NA,NA,14114,NA,3703,NA,NA
"235",2009-05-23,37253,NA,10116,NA,NA,28018,NA,NA,15177,NA,4370,NA,NA
"236",2009-05-30,68418,NA,11831,NA,NA,32415,NA,NA,15969,NA,5483,NA,NA
"237",2009-06-06,41940,NA,9379,NA,NA,28792,NA,NA,15149,NA,6325,NA,NA
"238",2009-06-13,39951,NA,9246,NA,NA,27195,NA,NA,16286,NA,7431,NA,NA
"239",2009-06-20,44370,NA,9625,NA,NA,27689,NA,NA,18266,NA,6481,NA,NA
"240",2009-06-27,45416,NA,10762,NA,NA,27137,NA,NA,21481,NA,5538,NA,NA
"241",2009-07-04,55535,NA,10956,NA,NA,34734,NA,NA,24583,NA,5543,NA,NA
"242",2009-07-11,141074,NA,9577,NA,NA,28518,NA,NA,21657,NA,3414,NA,NA
"243",2009-07-18,114367,NA,8668,NA,NA,24747,NA,NA,19983,NA,2827,NA,NA
"244",2009-07-25,93132,NA,8684,NA,NA,30534,NA,NA,23089,NA,2767,NA,NA
"245",2009-08-01,85606,NA,8514,NA,NA,33322,NA,NA,94555,NA,3107,NA,NA
"246",2009-08-08,75943,NA,6124,NA,NA,34252,NA,NA,46756,NA,4513,NA,NA
"247",2009-08-15,95343,NA,6941,NA,NA,39796,NA,NA,47053,NA,8364,NA,NA
"248",2009-08-22,64436,NA,2905,NA,NA,26833,NA,NA,26592,NA,7615,NA,NA
"249",2009-08-29,66377,NA,1586,NA,NA,26275,NA,NA,24115,NA,6542,NA,NA
"250",2009-09-05,67351,NA,152905,NA,NA,22795,NA,NA,19858,NA,5771,NA,NA
"251",2009-09-12,77877,NA,55601,NA,NA,19121,NA,NA,16114,NA,7171,NA,NA
"252",2009-09-19,80538,NA,53558,NA,NA,21730,NA,NA,15912,NA,4527,NA,NA
"253",2009-09-26,77415,NA,45430,NA,NA,18835,NA,NA,12415,NA,4320,NA,NA
"254",2009-10-03,63804,NA,37642,NA,NA,53585,NA,NA,33831,NA,3458,NA,NA
"255",2009-10-10,56859,NA,30081,NA,NA,42544,NA,NA,30017,NA,3306,NA,NA
"256",2009-10-17,54469,NA,28902,NA,NA,36580,NA,NA,28596,NA,3364,NA,NA
"257",2009-10-24,48359,NA,30793,NA,NA,36760,NA,NA,25560,NA,3671,NA,NA
"258",2009-10-31,42528,NA,36896,NA,NA,67613,NA,NA,28056,NA,5478,NA,NA
"259",2009-11-07,40380,NA,46422,NA,NA,50841,NA,NA,28017,NA,4383,NA,NA
"260",2009-11-14,37397,NA,36106,NA,NA,46313,NA,NA,24982,NA,4153,NA,NA
"261",2009-11-21,138572,NA,32195,NA,NA,37901,NA,NA,31046,NA,3578,NA,NA
"262",2009-11-28,113382,NA,43207,NA,NA,43663,NA,NA,44514,NA,3477,NA,NA
"263",2009-12-05,114564,NA,54430,NA,NA,71079,NA,NA,104193,NA,4855,NA,NA
"264",2009-12-12,139137,NA,77669,NA,NA,75473,NA,NA,138853,NA,9999,NA,NA
"265",2009-12-19,191706,NA,243453,NA,NA,82563,NA,NA,200757,NA,7976,NA,NA
"266",2009-12-26,228690,NA,118584,NA,NA,113004,NA,NA,230985,NA,7165,NA,NA
"267",2010-01-02,213185,NA,127951,NA,NA,147986,NA,NA,176588,NA,6853,NA,NA
"268",2010-01-09,110547,NA,62406,NA,NA,151699,NA,NA,72323,NA,7116,NA,NA
"269",2010-01-16,63689,NA,36662,NA,NA,75017,NA,NA,56636,NA,4230,NA,NA
"270",2010-01-23,51542,NA,27303,NA,NA,53883,NA,NA,43206,NA,3759,NA,NA
"271",2010-01-30,72429,NA,33781,NA,NA,48970,NA,NA,40773,NA,4636,NA,NA
"272",2010-02-06,54551,NA,25804,NA,NA,44175,NA,NA,33560,NA,3990,NA,NA
"273",2010-02-13,52242,NA,24342,NA,NA,39657,NA,NA,34533,NA,2863,NA,NA
"274",2010-02-20,46256,NA,31038,NA,NA,36000,NA,NA,29570,NA,2453,NA,NA
"275",2010-02-27,46798,NA,27069,NA,NA,40045,NA,NA,32264,NA,3689,NA,NA
"276",2010-03-06,45573,NA,28851,NA,NA,66033,NA,NA,33012,NA,3036,NA,NA
"277",2010-03-13,40569,NA,27022,NA,NA,42577,NA,NA,30648,NA,2344,NA,NA
"278",2010-03-20,40975,NA,46592,NA,NA,41797,NA,NA,30710,NA,2614,NA,NA
"279",2010-03-27,45553,NA,48260,NA,NA,46757,NA,NA,36471,NA,4183,NA,NA
"280",2010-04-03,42160,NA,38539,NA,NA,39489,NA,NA,29974,NA,2447,NA,NA
"281",2010-04-10,36923,NA,29446,NA,NA,32253,NA,NA,25471,NA,2943,NA,NA
"282",2010-04-17,31626,NA,24559,NA,NA,30394,NA,NA,23934,NA,2295,NA,NA
"283",2010-04-24,31143,NA,24162,NA,NA,30282,NA,NA,24405,NA,2008,NA,NA
"284",2010-05-01,45371,NA,29707,NA,NA,60555,NA,NA,32203,NA,4431,NA,NA
